"","Link","ID","Title","Area","Number_of_Rooms","Price","Condition","Year_of_Construction","Comfort_level","Floor","Floors_of_Building","Elevator","Inner_height","Heating","Bathroom_and_Toilet","Orientation","View","Garden_Connection","Attic","Parking","Description","Overhead","Balcony"
"37","https://ingatlan.com/xiii-ker/elado+lakas/tegla-epitesu-lakas/31928476","31928476","13. kerület, Forgách utca",32," 1 ",NA,"jó állapotú","1950-1980 között","összkomfortos","1","3","nincs","3 m-nél alacsonyabb","gáz (cirko)","külön helyiségben","nyugat","utcai","nem","nem tetõtéri","udvari beálló - bérelhetõ"," Eladó, Angyalföldön a Forgách utcában, egy 32 négyzetméter alapterületû, 1 szobás, tégla lakás az elsõ emeleten. A 18 négyzetméter alapterületû szoba, laminált padlóval burkolt, mûanyag ablaka redõnyös. A többi helyiség járólappal burkolt. Fürdõben tusoló fülke került kialakításra. Az illemhelyiség külön helyiségben található az elõszobában. A konyhából nyílik még egy kis ablakos karma. A kelet-nyugati fekvésû ingatlan üres, tehermentes, bármikor birtokba vehetõ. Ajánlom elsõ lakásnak, de akár befektetésnek is remek választás, hiszen könnyen kiadható. Közlekedés:Villamos: 14Metró: 3 MAutóbusz: 120TESCO, üzletek, iskola, Oxygén Fitness és Wellness Központ Fáy utcában és az Illovszky Stadion pár perc séta.Közös költség: 9.200 Ft. amely felújítási alapot is magában foglalja(4960Ft.). Víz, villany, gáz fogyasztás szerint fizetendõ. A vízórát decemberben cserélik. Zárt parkolóban hely bérelhetõ szabad helyek függvényében (2000 Ft/hó). Fûtése a fogyasztás függvénye, a gázbojlerrõl megoldott.Finanszírozás:Az ingatlan készpénzzel és banki hitellel egyaránt megvásárolható. A legjobb banki hitellehetõségekkel kapcsolatban irodánk készséggel tájékoztatja Önt, díjmentes ügyintézéssel egybekötve.Hívjon akár hétvégén is!",NA,NA
"38","https://ingatlan.com/xiii-ker/elado+lakas/tegla-epitesu-lakas/31800344","31800344","13. kerület, Angyalföld",32," 1 ",NA,"közepes állapotú","1950-1980 között","nincs megadva","2","4","nincs","3 m-nél alacsonyabb","gáz (konvektor)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva"," Eladó a 13.kerületben a Forgách utcában egy 2.emeleti, 32 nm-es, 1 szobás, átlagos állapotú, részben felújítást igénylõ téglalakás, egy rendezett, zöld környezetben lévõ lift nélküli társasházban. A lakásban az utóbbi években ablak és burkolatcserék történtek, a konyha és a villamos hálózat azonban felújításra szorul. A fûtés gáz-konvektoros, a közös költség 12000 Ft, ami a korlátlan vízfogyaztást is tartalmazza.Ha felkeltettem érdeklõdését, várom hívását!!! ","12 000 Ft/hó",NA
"39","https://ingatlan.com/xiii-ker/elado+lakas/tegla-epitesu-lakas/31822751","31822751","13. kerület, Angyalföld – Lõportárdûlõ",30," 1 ",NA,"közepes állapotú","1950 elõtt","összkomfortos","1","nincs megadva","nincs megadva","3 m vagy magasabb","gáz (konvektor)","nincs megadva","kelet","udvari","nincs megadva","nem tetõtéri","nincs megadva","   Bemutatóvideó az ingatlanról  icomTagManagerEvent.addExtraFeatureEvent('megjelenes', 'bemutatoVideo'); Öné lehet a XIII. kerület jó infrastruktúrával ellátott helyén, ez a 30nm-es lakás.A szoba egy masszív 6nm galériával rendelkezik, és klímával szerelt. A fürdõszoba kádas, kis költségû, csendes otthon.A lakás környezete biztonságos, térfigyelõ rendszer az utcán és a házban, csendes, de központi helyen fekszik.Közelben elérhetõ a Lehel téri piac, Váci út, vagy akár a Dózsa György út.Ez az ingatlan a ""Hûség csomag"" megbízási portfólióhoz tartozik. ",NA,NA
"40","https://ingatlan.com/vii-ker/elado+lakas/tegla-epitesu-lakas/31811748","31811748","7. kerület, Dembinszky utca",33," 1 ",NA,"jó állapotú","1950 elõtt","komfortos","3","3","nincs","3 m vagy magasabb","gáz (konvektor)","külön helyiségben","dél","udvari","nem","nem tetõtéri","utca, közterület - fizetõs övezet"," Budapest VII. kerületének, Ligetvárosi részén kínálok megvételre, egy szép állapotú garzon lakást.A Dembinszky utca Városliget felõli végében, egy kiváló állapotúra felújított házban van az ingatlan, 33m2-es, egy szobás, fürdõs.Minden nyílászáró ki lett cserélve, fûtése gázkonvektor.A szomszéd lakásokkal egyetemben egy külsõ ráccsal le lett választva, csak a három lakónak van bejárása. Klímával hûtött, déli tájolású, világos.Lift nincs a házban, és a lakás a 3. emeleten található. Tartozik hozzá egy 2m2-es mellékhelyiség, ami kizárólagos használatú, de a lakáson kívül található, de minimális átalakítással és ráfordítással a lakás részévé tehetõ. Rugalmasan mutatható.Kérem hívjon bizalommal, és elviszem Önt leendõ otthonába. ","8 000 Ft/hó",NA
"41","https://ingatlan.com/xiii-ker/elado+lakas/tegla-epitesu-lakas/31685848","31685848","13. kerület, Forgách utca 32.",32," 1 ",NA,"közepes állapotú",NA,"összkomfortos","2","4","nincs megadva","3 m-nél alacsonyabb","gáz (konvektor)","külön helyiségben","nincs megadva","utcai","nincs megadva","nincs megadva","nincs megadva"," Eladó nagyon világos lakás, a XIII. Vasas sporttelep melletti részen, a Hajdú és a Forgács utca sarka mellettAZ INGATLAN KULCSAI NÁLAM VANNAK-----A KÖZELBEN VAGYOK----gyorsan tudom mutatniKIS BELÉPÕ ERKÉLYESELOSZTÁS:-egy kis belépõ erkélyrõl (ahová ki is lehet ülni) tudunk a lakásba lépni-a nagy szoba világos, ablaka a Vasas stadionja felé néz-fürdõ és wc külön van- a konyhája ablakosKÖRNYEZET:A környék csendes, parkosított, átmenõ forgalom nincs. -pár száz méterre, a Forgács utcai M3 metrómegállótólTÁRSASHÁZ:-tégla építésû-3 emeletesA lakás függõfolyosóról nyílik, lift nincs a társasházban. MÛSZAKI JELLEMZÕK:-A fûtést gázkonvektor, a melegvíz ellátást gázbojler biztosítja.-a szoba ablaka thermó üvegezésû-a szoba parkettás-a konyha és a fürdõ burkolatai régebbiekTULAJDONVISZONYOK: rendezett-1 tulajdonos-üres, tehermentes, akár azonnal is költözhetõHITELRE IS MEGVÁSÁROLHATÓMEGTEKINTÉS: gyorsan rugalmasan- a kulcs nálam van, hétköznap egész nap, de még hét végén is gyorsan tudom mutatni. ",NA,NA
"42","https://ingatlan.com/xiii-ker/elado+lakas/tegla-epitesu-lakas/31685858","31685858","13. kerület, Forgách utca 38.",32," 1 ",NA,"közepes állapotú",NA,"összkomfortos","2","4","nincs megadva","3 m-nél alacsonyabb","gáz (konvektor)","külön helyiségben","nincs megadva","utcai","nincs megadva","nincs megadva","nincs megadva"," Eladó nagyon világos lakás, a XIII. Vasas sporttelep melletti részen, a Hajdú és a Forgács utca sarka mellettAZ INGATLAN KULCSAI NÁLAM VANNAK-----A KÖZELBEN VAGYOK----gyorsan tudom mutatniKIS BELÉPÕ ERKÉLYESELOSZTÁS:-egy kis belépõ erkélyrõl (ahová ki is lehet ülni) tudunk a lakásba lépni-a nagy szoba világos, ablaka a Vasas stadionja felé néz-fürdõ és wc külön van- a konyhája ablakosKÖRNYEZET:A környék csendes, parkosított, átmenõ forgalom nincs. -pár száz méterre, a Forgács utcai M3 metrómegállótólTÁRSASHÁZ:-tégla építésû-3 emeletesA lakás függõfolyosóról nyílik, lift nincs a társasházban. MÛSZAKI JELLEMZÕK:-A fûtést gázkonvektor, a melegvíz ellátást gázbojler biztosítja.-a szoba ablaka thermó üvegezésû-a szoba parkettás-a konyha és a fürdõ burkolatai régebbiekTULAJDONVISZONYOK: rendezett-1 tulajdonos-üres, tehermentes, akár azonnal is költözhetõHITELRE IS MEGVÁSÁROLHATÓMEGTEKINTÉS: gyorsan rugalmasan- a kulcs nálam van, hétköznap egész nap, de még hét végén is gyorsan tudom mutatni ",NA,NA
"43","https://ingatlan.com/viii-ker/elado+lakas/panel-lakas/31501592","31501592","8. kerület, Szigony utca 7.",50," 2 ",NA,"felújítandó",NA,"összkomfortos","4","10","van","nincs megadva","távfûtés","külön helyiségben","nincs megadva","utcai","nincs megadva","nem tetõtéri","nincs megadva"," Budapest VIII. kerületében, a Szigony utcában, földszint+10 emeletes társasház 4. emeletén, 50 nm-es, 2 szobás, távfûtéses, erkélyes (6 nm), teljes körû felújításra szoruló panellakás eladó.Tömegközlekedési, bevásárlási, szociális és közintézményi kapcsolatai kiválóak.Közelben megtalálható a NOKIA székház és a Corvin negyed számos bevásárlási - SPAR, LIDL, CBA - szórakozási lehetõségével. Közvetlen mellette helyezkedik el a Pázmány Egyetem kihelyezett tagozata, továbbá iskola és óvoda.Tömegközlekedés szempontjából könnyen elérhetõ a 3-as metró, Klinikák, 9-es busz és 83-a trolibusz.Helyiséglista:- 2 szoba, elõszoba, közlekedõ, konyha, fürdõszoba, WC, erkély, Ir.ár: 22,49 M FtTEKINTSE MEG ÖN IS!",NA,"nincs megadva"
"44","https://ingatlan.com/viii-ker/elado+lakas/tegla-epitesu-lakas/31862139","31862139","8. kerület, Józsefváros – Orczynegyed",31," 1 ",NA,"felújított",NA,"összkomfortos","1","nincs megadva","nincs megadva","3 m vagy magasabb","gáz (cirko)","egy helyiségben","nincs megadva","utcai","nincs megadva","nincs megadva","utca, közterület - ingyenes"," FIGYELEM! VIII. KERÜLETBEN, ORCZY NEGYEDBEN, KITÛNÕ VÉTEL!8. kerületben eladó 31nm-es, 1 szobás, galériás, teljesen igényesen felújított lakás.A fûtés cirkó gázfûtéssel lett megoldva.Kitûnõ választás saját részre elsõ lakásnak, fiatal pároknak, de akár befektetésre, kiadásra is remek lehetõség!Amennyiben a hirdetés felkeltette érdeklõdését, hívjon, amíg még megvan!I.á.: 17.9 MFt ",NA,NA
"45","https://ingatlan.com/viii-ker/elado+lakas/panel-lakas/31917480","31917480","8. kerület, Józsefváros – Corvinnegyed",30," 1 + 1 fél ",NA,"jó állapotú","1981-2000 között","összkomfortos","9","több mint 10","van","nincs megadva","távfûtés egyedi méréssel","nincs megadva","nincs megadva","utcai","nincs megadva","nem tetõtéri","nincs megadva"," ***Eladó lakás a folyamatosan fejlõdõ Corvin-negyedben*** Eladó a Corvin-sétány végén, 16 emeletes panel ház 9. emeletén egy 30 nm-es, 1+1 szobás, jó állapotú lakás, bútorokkal, gépekkel együtt. Az ingatlan rendkívül világos, csendes. A nappaliból leválasztásra került egy hálószoba, így praktikusabb az elosztás. A fürdõszobában kád helyett zuhanyzó lett kialakítva. A fenntartása minimális, tehermentes, 1/1 tulajdonú. A ház rendezett, tiszta, kamerával ellátott. A liftek nemrég kerültek felújításra (3db). A környék Budapest egyik leggyorsabban és legnagyobb ütemben fejlõdõ területe: a Corvin-sétány folyamatos bõvülésével szépülnek a terek, nyílnak az újabbnál újabb üzletek, kellemes hangulatú séták helyszíneként is szolgál. A Corvin plázában számos vásárlási lehetõség kínálkozik, továbbá a körút közelsége is növeli az infrastrukturális lehetõségeket. A Nokia székház és az egyetemek közelsége miatt befektetésnek is ideális választás. Közelben 3-as metró, 4-6 villamos. ",NA,"nincs megadva"
"46","https://ingatlan.com/viii-ker/elado+lakas/tegla-epitesu-lakas/31751629","31751629","8. kerület, Sárkány utca",31," 1 ",NA,"jó állapotú","1950-1980 között","összkomfortos","1","2","nincs","3 m vagy magasabb","gáz (konvektor)","külön helyiségben","délkelet","utcai","nem","nem tetõtéri","utca, közterület - fizetõs övezet"," Kis lakás az Orczy negyedben!Eladó egy jó állapotú egy szobás 31 m2-es kis lakás!Miért ajánlom?- A tégla épület homlokzata a közelmúltban lett felújítva -így a körnék egyik legszebb háza!- A teljes épületben ez évben kicserélték a teljes elektromos hálózatot.- A lakásban egyedi gyártású mûanyag bejárati ajtóval és jól szigetelõ mûanyag nyílászáró lett beépítve- A közel 20 m2-es szoba belmagassága 3,6 méter - így akár galéria is kialakítható- Praktikus elrendezésének köszönhetõen külön helyiségben található a fürdõszoba és a wc - még az elõszobának is jutott hely!- Közös költsége rendkívül alacsony (7.000.-)- A ház rendezett anyagiakkal rendelkezik - A napokban szavazták meg a kamera rendszer kiépítését is!- A fûtésrõl konvektor, a meleg vízrõl gázbojler gondoskodik- Kiváló választás elsõ lakásnak, egyetemistáknak, de befektetésre is alkalmas - jelenleg is albérlõ lakja ","7 000 Ft/hó",NA
"47","https://ingatlan.com/xiii-ker/elado+lakas/tegla-epitesu-lakas/31430047","31430047","13. kerület, Rozsnyay utca",30," 1 ",NA,"újszerû","1950-1980 között","összkomfortos","2","2","nincs megadva","3 m vagy magasabb","nincs megadva","egy helyiségben","nyugat","nincs megadva","nincs megadva","nincs megadva","nincs megadva"," XIII. kerületben, Forgách utcai metrómegálló közvetlen közelében, 30 nm-es, 1 szobás, fekvõ galériás tégla lakás eladó.Az ingatlan Ny-i tájolású és egy rendezett társasház 2. emeletén helyezkedik el.A lakás teljes mûszaki felújításon esett át: teljes elektromos hálózat, víz-fûtés rendszer, hidegburkolatok, nyílászárok.Az elõszobában, konyhában és a fürdõszobában a kellemes komfort érzetet padlófûtés biztosítja.A galériás nappaliban gázkonvektor illetve költség hatékony elektromos norvég panel gondoskodik a melegrõl.A közös költség 10.000,-Ft.Az ingatlan tehermentes és azonnal birtokba vehetõ.Alkalmas elsõ lakásnak, diákoknak, fiatal pároknak. Az elhelyezkedése miatt befektetõknek is ajánlom, rövid és hosszú távú kiadásnak tökéletes befektetés.A megtekintéssel kapcsolatban vagy további kérdés esetén keressen bizalommal! ","10 000 Ft/hó",NA
"48","https://ingatlan.com/vi-ker/elado+lakas/tegla-epitesu-lakas/31803828","31803828","6. kerület, Vörösmarty utca",30," 1 ",NA,"jó állapotú",NA,"nincs megadva","4","nincs megadva","nincs","nincs megadva","gáz (konvektor)","egy helyiségben","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva"," VI. kerület, Vörösmarty utcában, a Podmaniczky utcához közel eladó egy 30 nm-es, 1 szobás lakás. A szoba 17 nm-es. A fürdõszoba az elõszobából nyílik. A közlekedés kiváló, a Nyugati téren a metró és 4-6-os villamos 8 perc gyalog, a kisföldalatti megállója 6 perc séta. A teljes rezsi a leghidegebb téli hónapokban kb. 23ezer Ft, nyáron ez kb. 15ezer Ft. A lakás a társasház 4. emeletén van és nincs lift, tehát kizárólag annak javaslom, aki szereti a mindennapi, sportos lépcsõzést, és kész arra, hogy késõbb bezsebelje a lépcsõzés áldásos hatása okozta bókokat.A társasház egy emeletráépítés folytán felújításon esett át, így kimondottan szép, hangulatos. ",NA,NA
"49","https://ingatlan.com/xiii-ker/elado+lakas/tegla-epitesu-lakas/31851574","31851574","13. kerület, Angyalföld",33," 1 ",NA,"jó állapotú","1950 elõtt","összkomfortos","1","3","nincs megadva","3 m-nél alacsonyabb","házközponti","egy helyiségben","délnyugat","utcai","nincs megadva","nem tetõtéri","udvari beálló - benne van az árban","   Bemutatóvideó az ingatlanról  icomTagManagerEvent.addExtraFeatureEvent('megjelenes', 'bemutatoVideo'); Kizárólag elemzõ irodánk kínálatában!!!Tartasz a felújítással járó veszõdségektõl, ezért olyan lakást keresel, amit a tulajdonos saját maga számára újított fel?Fontos számodra a jó tömegközlekedés, viszont a csendrõl sem szeretnél lemondani?Nem ártana egy saját kocsibeálló és tároló sem?Ha az elsõ, saját otthonodat keresed, vagy csak egy könnyen kiadható ingatlant, akkor nézd meg a lakásról készült exkluzív videót és döntsd el magad, miért gondolom úgy, hogy ezt élõben is érdemes látnod!",NA,NA
"50","https://ingatlan.com/viii-ker/elado+lakas/tegla-epitesu-lakas/31691707","31691707","8. kerület, Szerdahelyi utca",40," 1 ",23,"jó állapotú","1950 elõtt","összkomfortos","1","2","nincs","3 m vagy magasabb","gáz (konvektor)","egy helyiségben","dél","utcai","nincs megadva","nincs megadva","utca, közterület - ingyenes"," Befektetõk figyelmébe ajánlom, mivel könnyen kiadható és az ár irányár!VIII. kerület megújult részén a Mátyás tér mellett a Szerdahelyi utcában kínálok eladásra egy polgári jellegû társasházban lévõ 39,5 nm-es + galériás, 1 szobás elsõ emeleti, konvektor fûtéses, jó állapotú otthont. A nagy belmagasságnak (3,65m) köszönhetõen álló galéria került kialakításra, ahol kényelmesen elfér egy francia ágy is. A kis lakás alacsony költségekkel fenntartható, mivel minden fogyasztás alapján számolandó el. Remek infrastruktúra, a Tavaszmezõ utcában található Óbudai Egyetem, Közszolgálati Egyetem, illetve a Pázmány egyes karai akár gyalogosan is könnyen elérhetõek. Metró, busz, villamos, Teleki téri piac, Lidl, több gyógyszertár, Józsefvárosi Egészségügyi Központ a körút, a Blaha Lujza tér, a II. János Pál pápa tér, a Harminckettesek tere, illetve a Keleti pályaudvar is pár percnyire vannak a háztól. Az utcai parkolás kerületi lakosoknak ingyenes és a környezõ utcákban mindig van szabad parkolóhely. Az ingatlan jelenleg lakott, 30-60 napon belül birtokba tudja adni a tulajdonos. Az ingatlanon 13 millió forint tartozás van, amely a vételárból kerül tehermentesítésre. Amennyiben elnyerte a tetszését az ingatlan, hívjon fel, nézzük meg együtt, mielõtt lemarad errõl a remek ajánlatról. Az Otthonteremtõ és Otthonépítõ Ingatlaniroda várja ügyfeleit, ingyenes banki tanácsadással, több mint 25 éves tapasztalattal rendelkezõ Ügyvédi és Jogi ügyintézéssel, Energetikai Tanúsítvány készítéssel 1 nap alatt! Cégem segítségére lehet az ingatlan teljes körû felújításában a belsõépítészeti szakembereimmel. Ne késlekedjen, hívjon.Mert legfõbb célunk, az Otthon megteremtése :)Ezúton tájékoztatjuk, hogy Ön mint érdeklõdõ, a hirdetésben megjelölt telefonszám felhívásával hozzájárul személyes adatai – így különösen neve és telefonszáma -, a hirdetést feladó Otthonteremtõ és Otthonépítõ Kft. általi - biztonságos és körültekintõ - kezeléséhez, nyilvántartásához.",NA,NA
"51","https://ingatlan.com/ix-ker/elado+lakas/panel-lakas/31911188","31911188","9. kerület, Üllõi út",36," 1 ",NA,"felújítandó","1950-1980 között","összkomfortos","3","10","van","nincs megadva","nincs megadva","külön helyiségben","dél","nincs megadva","nincs megadva","nincs megadva","nincs megadva"," ELADÓ 36 NM-ES, 1 SZOBÁS LAKÁS AZ ÜLLÕI ÚTON, A PÖTTYÖS UTCAI METRÓMEGÁLLÓ MELLETT !IX. kerületben, az Üllõi úton, a Pöttyös utcai metrómegálló közelében, a Shopmartól pedig alig 5 percre, tízemeletes panelházban, harmadik emeleti, 36nm-es Felújítandó lakás, jó tájolással eladó.A Pöttyös utcai metró megálló közelében, egy 1980-as években épült, hat, átlagos állapotú, kiváló közlekedésû épületben kínálunk eladásra, egy 36nm-es, egy szobás, harmadik emeleti lakást, amely jó állapotú, D-i fekvésébõl adódóan egész nap folyamán világos, valamint azonnal birtokba vehetõ.A lakás felújításra szorul.A lakásba lépve egy rövid folyosóról nyílik jobbra a konyha.Mögötte egy keresztfolyosóról nyílik a fürdõ, és a toalett.A folyosóval szemben a nagyméretû nappali.Kényelmesen elfér benne egy nagyobb méretû étkezõasztal is , mely nem zavarja a nappali többi funkcióját .A LAKÁS FELÚJÍTÁSÁT KÉPEKBEN MUTATOM BE , MILYEN JÓ LAKÁST LEHET BELÕLE CSINÁLNI, EGY KEVÉS RÁFORDÍTÁSSAL, hiszen a lakás csak 36 nm.FinanszírozásA lakás készpénzzel és hitellel egyaránt bármikor finanszírozható. Hitellel kapcsolatban munkatársunk ingyenesen (készséggel) tájékoztatja Önt a jelenleg elérhetõ legkedvezõbb finanszírozási lehetõségekrõl.MûszakiA lakás távfûtéssel rendelkezik, továbbá a közös költség 7000Ft, a fûtés általánya pedig 9000Ft.KörnyékAz ingatlan kifejezetten központi elhelyezkedésû, azonnali bevásárlási lehetõségekkel, gyógyszertár, parkok, óvoda, iskola néhány percre találhatóak az Üllõi úton, illetve a környezõ mellékutcákban, továbbá a Shopmark és Köki bevásárlóközpontok néhány perc alatt elérhetõek.AjánljukRendkívül kiváló választás fiataloknak, továbbá központi elhelyezkedése miatt üzleti befektetésnek is nagyszerû.Kérdéseivel keressen bizalommal !  TOP3 ingatlan weboldala   ",NA,"nincs megadva"
"52","https://ingatlan.com/viii-ker/elado+lakas/tegla-epitesu-lakas/31919091","31919091","8. kerület, Karácsony Sándor utca",30," 1 ",NA,"felújított",NA,"nincs megadva","2","3","nincs","3 m vagy magasabb","gáz (konvektor)","egy helyiségben","délkelet","udvari","nincs megadva","nincs megadva","nincs megadva"," VIII. ker. Teleki László térnél eladóvá vált 30 m2-es, 2. emeleti, frissen és teljeskörûen felújított, belsõ udvarra nézõ, nagyon világos, azonnal beköltözhetõ lakás téglaépítésû társasházban.Az ingatlan teljeskörû gépészeti és esztétikai felújítást kapott az idén, beleértve az elektromos hálózat cseréjét, az új nyílászárókat /ablakok plusz bejárati ajtó/, fürdõszobai lefolyók korszerûsítését új szaniterrel, zuhanyzóval, a kézmosó beépítésével és a burkolatok lerakásával egyidejûleg.Fûtése gázkonvektorral történik, a meleg vizet villanybojler biztosítja. A lakás vízórás, közös költsége 7.580Ft/hó, a havi rezsi 24 ezer Ft.Az ingatlan közvetlen környezetében a Teleki László téri infrastruktúrát használhatjuk: a Teleki téri piacot illetve a Lidl-t bevásárlásra, kikapcsolódásra pedig a Teleki téri parkot.Közlekedés szempontjából a Blaha Lujza téri metró 3 megállóra található a 37, 37A villamosokkal, illetve a24-es villamossal percek alatt elérhetjük a Keleti pályaudvart.További kérdéseivel, illetve megtekintési szándékával kérem keressen megadott elérhetõségemen. ","28 000 Ft/hó",NA
"53","https://ingatlan.com/ix-ker/elado+lakas/tegla-epitesu-lakas/31238122","31238122","9. kerület, Márton utca",31," 1 ",NA,"jó állapotú","1950 elõtt","összkomfortos","3","4","nincs","3 m-nél alacsonyabb","gáz (konvektor)","külön helyiségben","északkelet","udvari","nem","nem tetõtéri","utca, közterület - fizetõs övezet"," A tömbrehabilitációban megújult Középsõ-Ferencvárosban, a mesebeli Kerekerdõ park közelében, a Márton utcában kínáljuk megvételre ezt a rendkívül HANGULATOS, 31 m2-es, részben felújított, konvektoros, KÁDAS FÜRDÕS, KÜLÖN WC-s, ÉK-i tájolású, de VILÁGOS, 3. emeleti, belsõ udvarra nézõ 1 szobás, melegséget árasztó kis otthont, rendezett, jó lakóközösségû polgári házban.A lakásban a vezetékeket újakra cserélték, a fûtést konvektor, a meleg vizet hõtárolós elektromos bojler szolgáltatja, a fürdõszobai és a WC ablakot, MÛANYAG HÕSZIGETELT NYÍLÁSZÁRÓKRA cserélték. A FÛTÉSKÖLTSÉG igen KEDVEZÕ: 4-5.000,-Ft/hó éves átlagban. Minden energiafogyasztás mérhetõ (vízalmérõ is van). Közös költség: 9.800,-Ft/hó. A valódi FA SZALAGPARKETTA meleg és tetszetõs érzetet biztosít, a többi helyiségben kerámia csempe és padlólap. Belmagasság: 3 m. TEHERMENTES, AZONNAL KÖLTÖZHETÕ! A tulajdonos AZONNALI KÉSZPÉNZES VEVÕKET vár elsõsorban!KIVÁLÓ LOKÁCIÓ és TÖMEGKÖZLEKEDÉS: közvetlen közelben az M3 METRÓ Klinikák és Nagyvárad téri megállója, számos villamos (2, 4-6, 51), és busz (15, 23, 54) járat, valamint HÉV is elérhetõ távolságban. A KÖRNYÉKEN AZ ÖSSZES NAGY EGYETEM (BME, CORVINUS, ELTE, SOTE) és a KLINIKÁK, múzeumok, színházak (NEMZETI, MÜPA), IRODAHÁZAK, BEVÁSÁRLÓKÖZPONTOK (CORVIN PLAZA, Lurdy Ház), és a DUNA-PART. A bérlõknek, lakóknak az iskolák, munkahelyek közelsége, a szórakozás és pihenés, a szabadidõ hasznos eltöltése biztosított. Mindezek miatt BEFEKTETÉSI CÉLRA IS REMEK VÁLASZTÁS, de fiatal pároknak, szingliknek, és egyedülálló szépkorúaknak is ideális.NE SZALASSZA EL! HÍVJON MIELÕBB! MUTATÁS RUGALMASAN, AKÁR HÉTVÉGÉN IS! ","25 000 Ft/hó",NA
"54","https://ingatlan.com/ix-ker/elado+lakas/tegla-epitesu-lakas/31543803","31543803","9. kerület, Ifjúmunkás utca",36," 1 ",NA,"felújítandó",NA,"összkomfortos","2","4","nincs","nincs megadva","távfûtés egyedi méréssel","egy helyiségben","nyugat","kertre nézõ","nincs megadva","nincs megadva","utca, közterület - fizetõs övezet"," IX. kerületben a József Attila lakótelepen kínálunk eladásra egy remek adottságokkal rendelkezõ 36 nm-es második emeleti, egy szobás felújítandó garzon lakást!Az ingatlan abszolút különlegességnek minõsül, nagy konyhával, nagy fürdõszobával, gardróbbal és kamrával rendelkezik! A fürdõszoba megközelíthetõ a szoba illetve az elõszoba irányából is, ennek köszönhetõen lehetõség van külön wc, külön fürdõ kialakítására is!Nyugati tájolású a lakás, ezért egész délután napos és egy csendes parkra néz!A fûtést a társasház korszerûsítette, a radiátorokon egyedi mérõórák találhatóak!Közös költség: 6.600 Ft. ",NA,NA
"55","https://ingatlan.com/viii-ker/elado+lakas/tegla-epitesu-lakas/31727306","31727306","8. kerület, Visi Imre utca",34," 1 ",NA,"felújított","1950 elõtt","összkomfortos","1","3","nincs","3 m vagy magasabb","gáz (konvektor)","külön helyiségben","kelet","udvari","nincs megadva","nincs megadva","utca, közterület","   Bemutatóvideó az ingatlanról  icomTagManagerEvent.addExtraFeatureEvent('megjelenes', 'bemutatoVideo'); ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, KIMONDOTTAN CUKI .) - FIATALOS - FELÚJÍTOTT - ÉLHETÕ -RENDEZHETÕ TEREKKEL -,,,,,,,,,,,,,,,,,,,,,,,KIS LÉTSZÁMÚ - RENDEZETT TÁRSASHÁZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, TEHERMENTES ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eladó a VIII. ker. Visi Imre utcában /csendes kis utca/ kimondottan rendezett társasházban igényesen felújított - FIATALOS - egy légterû egy szobás lakás. A lakásba belépve tágas egylégterû tér, amit a tulajdonos a berendezéssel, dekor tapétával,burkolattal, jól megválasztott bútorzattal ötletesen osztott meg.A konyha a sarokban, benne csináltatott konyhabútor, gáztûzhely.A fürdõszoba tágas, ABLAKOS, benne sarok kád, egyben a toalettel., a szaniterek kitûnõ állapotban.A nappali + háló részen szalagparketta, az étkezõ részen burkolat.,,,,,,,,,,,,,,,,,, MÛSZAKILAG TELJES KÖRÛEN 4 ÉVE LETT FELÚJÍTVA ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, A padlófûtést MIKA gáz kazán biztosítja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lakás és az ablak elõtt nincs átjárás, a körfolyosó utolsó lakása, udvari kilátással.A bútorzat megbeszélés tárgya, ügyes alku esetén már költözhet is akár egy bõrönddel.Az ingatlan tehermentes, hitel nem akadály !Várom hívását, hétvégén is elérhetõ vagyok 9 -21 óráig!Beszéljünk róla! ","9 000 Ft/hó",NA
